1;2023-01-15;42.94;70.38;Seat;;;;;;;;;;;;;;;;
2;2023-01-15;42.30;65.53;Citroen;;;;;;;;;;;;;;;;
3;2023-02-01;41.45;65.86;Citroen;;;;;;;;;;;;;;;;
4;2023-02-06;49.43;79.54;Seat;;;;;;;;;;;;;;;;
5;2023-02-23;50.03;78;Seat;;;;;;;;;;;;;;;;
6;2024-03-20;10;100;Seat;;;;;;;;;;;;;;;;
7;2024-03-21;10;150;Seat;;;;;;;;;;;;;;;;
